Run #1,Run #1,Run #1,Run #1
Date and Time,Time (s),Voltage (V),Voltage (V)
11/18/18 1:31,127,0.172,0.005
11/18/18 1:31,127.2,0.179,0.006
11/18/18 1:31,127.4,0.174,0.005
11/18/18 1:31,127.6,0.174,0.005
11/18/18 1:31,127.8,0.186,0.006
11/18/18 1:31,128,0.189,0.006
11/18/18 1:31,128.2,0.176,0.005
11/18/18 1:31,128.4,0.17,0.006
11/18/18 1:31,128.6,0.173,0.005
11/18/18 1:31,128.8,0.17,0.006
11/18/18 1:31,129,0.166,0.005
11/18/18 1:31,129.2,0.166,0.005
11/18/18 1:31,129.4,0.169,0.005
11/18/18 1:31,129.6,0.177,0.005
11/18/18 1:31,129.8,0.178,0.005
11/18/18 1:31,130,0.168,0.005
11/18/18 1:31,130.2,0.162,0.005
11/18/18 1:31,130.4,0.158,0.005
11/18/18 1:31,130.6,0.161,0.006
11/18/18 1:31,130.8,0.155,0.007
11/18/18 1:31,131,0.151,0.005
11/18/18 1:31,131.2,0.148,0.005
11/18/18 1:31,131.4,0.15,0.005
11/18/18 1:31,131.6,0.157,0.005
11/18/18 1:31,131.8,0.148,0.005
11/18/18 1:31,132,0.155,0.385
11/18/18 1:31,132.2,0.157,0.005
11/18/18 1:31,132.4,0.149,0.005
11/18/18 1:31,132.6,0.166,0.005
11/18/18 1:31,132.8,0.164,0.004
11/18/18 1:31,133,0.161,0.005
11/18/18 1:31,133.2,0.166,0.004
11/18/18 1:31,133.4,0.173,0.005
11/18/18 1:31,133.6,0.161,0.005
11/18/18 1:31,133.8,0.148,0.007
11/18/18 1:31,134,0.145,0.006
11/18/18 1:31,134.2,0.132,0.005
11/18/18 1:31,134.4,0.146,0.004
11/18/18 1:31,134.6,0.143,0.005
11/18/18 1:31,134.8,0.128,0.006
11/18/18 1:31,135,0.13,0.006
11/18/18 1:31,135.2,0.127,0.005
11/18/18 1:31,135.4,0.135,0.005
11/18/18 1:31,135.6,0.137,0.005
11/18/18 1:31,135.8,0.145,0.005
11/18/18 1:31,136,0.153,0.005
11/18/18 1:31,136.2,0.157,0.005
11/18/18 1:31,136.4,0.163,0.005
11/18/18 1:31,136.6,0.148,0.005
11/18/18 1:31,136.8,0.139,0.005
11/18/18 1:32,137,0.142,0.005
11/18/18 1:32,137.2,0.143,0.005
11/18/18 1:32,137.4,0.151,0.005
11/18/18 1:32,137.6,0.15,0.005
11/18/18 1:32,137.8,0.145,0.005
11/18/18 1:32,138,0.145,0.005
11/18/18 1:32,138.2,0.152,0.005
11/18/18 1:32,138.4,0.156,0.005
11/18/18 1:32,138.6,0.161,0.005
11/18/18 1:32,138.8,0.156,0.005
11/18/18 1:32,139,0.166,0.005
11/18/18 1:32,139.2,0.166,0.005
11/18/18 1:32,139.4,0.148,0.005
11/18/18 1:32,139.6,0.148,0.005
11/18/18 1:32,139.8,0.15,0.005
11/18/18 1:32,140,0.156,0.005
11/18/18 1:32,140.2,0.157,0.005
11/18/18 1:32,140.4,0.15,0.005
11/18/18 1:32,140.6,0.146,0.004
11/18/18 1:32,140.8,0.15,0.005
11/18/18 1:32,141,0.16,0.005
11/18/18 1:32,141.2,0.146,0.004
11/18/18 1:32,141.4,0.15,0.005
11/18/18 1:32,141.6,0.148,0.005
11/18/18 1:32,141.8,0.15,0.005
11/18/18 1:32,142,0.149,0.385
11/18/18 1:32,142.2,0.156,0.005
11/18/18 1:32,142.4,0.151,0.005
11/18/18 1:32,142.6,0.148,0.004
11/18/18 1:32,142.8,0.15,0.005
11/18/18 1:32,143,0.156,0.004
11/18/18 1:32,143.2,0.156,0.005
11/18/18 1:32,143.4,0.146,0.005
11/18/18 1:32,143.6,0.142,0.005
11/18/18 1:32,143.8,0.143,0.005
11/18/18 1:32,144,0.161,0.005
11/18/18 1:32,144.2,0.158,0.005
11/18/18 1:32,144.4,0.155,0.005
11/18/18 1:32,144.6,0.15,0.005
11/18/18 1:32,144.8,0.148,0.005
11/18/18 1:32,145,0.149,0.004
11/18/18 1:32,145.2,0.156,0.005
11/18/18 1:32,145.4,0.169,0.004
11/18/18 1:32,145.6,0.164,0.005
11/18/18 1:32,145.8,0.161,0.005
11/18/18 1:32,146,0.15,0.005
11/18/18 1:32,146.2,0.148,0.005
11/18/18 1:32,146.4,0.139,0.005
11/18/18 1:32,146.6,0.135,0.005
11/18/18 1:32,146.8,0.137,0.005
11/18/18 1:32,147,0.137,0.005
11/18/18 1:32,147.2,0.13,0.004
11/18/18 1:32,147.4,0.137,0.005
11/18/18 1:32,147.6,0.131,0.005
11/18/18 1:32,147.8,0.156,0.005
11/18/18 1:32,148,0.168,0.004
11/18/18 1:32,148.2,0.168,0.005
11/18/18 1:32,148.4,0.165,0.005
11/18/18 1:32,148.6,0.172,0.005
11/18/18 1:32,148.8,0.172,0.005
11/18/18 1:32,149,0.179,0.006
11/18/18 1:32,149.2,0.178,0.004
11/18/18 1:32,149.4,0.18,0.005
11/18/18 1:32,149.6,0.183,0.004
11/18/18 1:32,149.8,0.175,0.005
11/18/18 1:32,150,0.174,0.005
11/18/18 1:32,150.2,0.161,0.005
11/18/18 1:32,150.4,0.163,0.004
11/18/18 1:32,150.6,0.156,0.005
11/18/18 1:32,150.8,0.155,0.005
11/18/18 1:32,151,0.145,0.005
11/18/18 1:32,151.2,0.15,0.005
11/18/18 1:32,151.4,0.167,0.005
11/18/18 1:32,151.6,0.168,0.005
11/18/18 1:32,151.8,0.165,0.005
11/18/18 1:32,152,0.166,0.385
11/18/18 1:32,152.2,0.168,0.385
11/18/18 1:32,152.4,0.168,0.004
11/18/18 1:32,152.6,0.164,0.005
11/18/18 1:32,152.8,0.156,0.004
11/18/18 1:32,153,0.148,0.005
11/18/18 1:32,153.2,0.159,0.004
11/18/18 1:32,153.4,0.158,0.006
11/18/18 1:32,153.6,0.143,0.005
11/18/18 1:32,153.8,0.146,0.005
11/18/18 1:32,154,0.151,0.005
11/18/18 1:32,154.2,0.148,0.005
11/18/18 1:32,154.4,0.148,0.005
11/18/18 1:32,154.6,0.156,0.004
11/18/18 1:32,154.8,0.156,0.005
